         ahdc_mother  |                root  |                  Alert mother  |                              0.0*mm 0.0*mm 0.0*mm  |                                   0 0 0  | aa00ff   |                Tube  |                    0.4*cm 23.5*cm 32.227*cm 0.*deg 360.*deg  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
superlayer1_layer1_ahdccell20_subcell2  |         ahdc_mother  |         AHDCcell 20 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -25.812047*mm      15.288499*mm     -26.775565*mm      13.530304*mm     -30.345640*mm      15.334344*mm     -29.253654*mm      17.326966*mm     -19.368850*mm      22.909554*mm     -20.855786*mm      21.564697*mm     -23.636558*mm      24.439990*mm     -21.951363*mm      25.964161*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 20 side manual 0 
superlayer1_layer1_ahdccell21_subcell1  |         ahdc_mother  |         AHDCcell 21 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -31.302096*mm      13.273235*mm     -30.345640*mm      15.334344*mm     -26.775565*mm      13.530304*mm     -27.619497*mm      11.711678*mm     -25.216186*mm      22.806665*mm     -23.636558*mm      24.439990*mm     -20.855786*mm      21.564697*mm     -22.249576*mm      20.123528*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 21 side manual 0 
superlayer1_layer1_ahdccell21_subcell2  |         ahdc_mother  |         AHDCcell 21 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -27.619497*mm      11.711678*mm     -28.340073*mm       9.840746*mm     -32.118749*mm      11.152845*mm     -31.302096*mm      13.273235*mm     -22.249576*mm      20.123528*mm     -23.543993*mm      18.592482*mm     -26.683192*mm      21.071479*mm     -25.216186*mm      22.806665*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 21 side manual 0 
superlayer1_layer1_ahdccell22_subcell1  |         ahdc_mother  |         AHDCcell 22 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -32.791952*mm       8.982644*mm     -32.118749*mm      11.152845*mm     -28.340073*mm       9.840746*mm     -28.934075*mm       7.925862*mm     -28.031025*mm      19.242184*mm     -26.683192*mm      21.071479*mm     -23.543993*mm      18.592482*mm     -24.733258*mm      16.978397*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 22 side manual 0 
superlayer1_layer1_ahdccell22_subcell2  |         ahdc_mother  |         AHDCcell 22 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -28.934075*mm       7.925862*mm     -29.398851*mm       5.975580*mm     -33.318698*mm       6.772323*mm     -32.791952*mm       8.982644*mm     -24.733258*mm      16.978397*mm     -25.812057*mm      15.288483*mm     -29.253665*mm      17.326947*mm     -28.031025*mm      19.242184*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 22 side manual 0 
superlayer1_layer1_ahdccell23_subcell1  |         ahdc_mother  |         AHDCcell 23 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -33.696635*mm       4.531756*mm     -33.318698*mm       6.772323*mm     -29.398851*mm       5.975580*mm     -29.732325*mm       3.998609*mm     -30.345650*mm      15.334325*mm     -29.253665*mm      17.326947*mm     -25.812057*mm      15.288483*mm     -26.775574*mm      13.530287*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 23 side manual 0 
superlayer1_layer1_ahdccell23_subcell2  |         ahdc_mother  |         AHDCcell 23 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -29.732325*mm       3.998609*mm     -29.933006*mm       2.003779*mm     -33.924074*mm       2.270950*mm     -33.696635*mm       4.531756*mm     -26.775574*mm      13.530287*mm     -27.619504*mm      11.711661*mm     -31.302105*mm      13.273216*mm     -30.345650*mm      15.334325*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 23 side manual 0 
superlayer1_layer1_ahdccell24_subcell1  |         ahdc_mother  |         AHDCcell 24 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -34.000000*mm       0.000000*mm     -33.924074*mm       2.270950*mm     -29.933006*mm       2.003779*mm     -30.000000*mm       0.000000*mm     -32.118756*mm      11.152825*mm     -31.302105*mm      13.273216*mm     -27.619504*mm      11.711661*mm     -28.340079*mm       9.840728*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 24 side manual 0 
superlayer1_layer1_ahdccell24_subcell2  |         ahdc_mother  |         AHDCcell 24 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -30.000000*mm       0.000000*mm     -29.933006*mm      -2.003779*mm     -33.924074*mm      -2.270950*mm     -34.000000*mm       0.000000*mm     -28.340079*mm       9.840728*mm     -28.934080*mm       7.925844*mm     -32.791958*mm       8.982623*mm     -32.118756*mm      11.152825*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 24 side manual 0 
superlayer1_layer1_ahdccell25_subcell1  |         ahdc_mother  |         AHDCcell 25 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -33.696635*mm      -4.531756*mm     -33.924074*mm      -2.270950*mm     -29.933006*mm      -2.003779*mm     -29.732325*mm      -3.998609*mm     -33.318702*mm       6.772302*mm     -32.791958*mm       8.982623*mm     -28.934080*mm       7.925844*mm     -29.398855*mm       5.975561*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 25 side manual 0 
superlayer1_layer1_ahdccell25_subcell2  |         ahdc_mother  |         AHDCcell 25 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -29.732325*mm      -3.998609*mm     -29.398851*mm      -5.975580*mm     -33.318698*mm      -6.772323*mm     -33.696635*mm      -4.531756*mm     -29.398855*mm       5.975561*mm     -29.732327*mm       3.998590*mm     -33.696637*mm       4.531735*mm     -33.318702*mm       6.772302*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 25 side manual 0 
superlayer1_layer1_ahdccell26_subcell1  |         ahdc_mother  |         AHDCcell 26 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -32.791952*mm      -8.982644*mm     -33.318698*mm      -6.772323*mm     -29.398851*mm      -5.975580*mm     -28.934075*mm      -7.925862*mm     -33.924075*mm       2.270928*mm     -33.696637*mm       4.531735*mm     -29.732327*mm       3.998590*mm     -29.933008*mm       2.003760*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 26 side manual 0 
superlayer1_layer1_ahdccell26_subcell2  |         ahdc_mother  |         AHDCcell 26 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -28.934075*mm      -7.925862*mm     -28.340073*mm      -9.840746*mm     -32.118749*mm     -11.152845*mm     -32.791952*mm      -8.982644*mm     -29.933008*mm       2.003760*mm     -30.000000*mm      -0.000019*mm     -34.000000*mm      -0.000021*mm     -33.924075*mm       2.270928*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 26 side manual 0 
superlayer1_layer1_ahdccell27_subcell1  |         ahdc_mother  |         AHDCcell 27 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -31.302096*mm     -13.273235*mm     -32.118749*mm     -11.152845*mm     -28.340073*mm      -9.840746*mm     -27.619497*mm     -11.711678*mm     -33.924072*mm      -2.270971*mm     -34.000000*mm      -0.000021*mm     -30.000000*mm      -0.000019*mm     -29.933005*mm      -2.003798*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 27 side manual 0 
superlayer1_layer1_ahdccell27_subcell2  |         ahdc_mother  |         AHDCcell 27 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -27.619497*mm     -11.711678*mm     -26.775565*mm     -13.530304*mm     -30.345640*mm     -15.334344*mm     -31.302096*mm     -13.273235*mm     -29.933005*mm      -2.003798*mm     -29.732322*mm      -3.998627*mm     -33.696632*mm      -4.531778*mm     -33.924072*mm      -2.270971*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 27 side manual 0 
superlayer1_layer1_ahdccell28_subcell1  |         ahdc_mother  |         AHDCcell 28 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -29.253654*mm     -17.326966*mm     -30.345640*mm     -15.334344*mm     -26.775565*mm     -13.530304*mm     -25.812047*mm     -15.288499*mm     -33.318694*mm      -6.772345*mm     -33.696632*mm      -4.531778*mm     -29.732322*mm      -3.998627*mm     -29.398847*mm      -5.975598*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 28 side manual 0 
superlayer1_layer1_ahdccell28_subcell2  |         ahdc_mother  |         AHDCcell 28 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -25.812047*mm     -15.288499*mm     -24.733247*mm     -16.978413*mm     -28.031013*mm     -19.242201*mm     -29.253654*mm     -17.326966*mm     -29.398847*mm      -5.975598*mm     -28.934070*mm      -7.925880*mm     -32.791946*mm      -8.982664*mm     -33.318694*mm      -6.772345*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 28 side manual 0 
superlayer1_layer1_ahdccell29_subcell1  |         ahdc_mother  |         AHDCcell 29 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -26.683179*mm     -21.071496*mm     -28.031013*mm     -19.242201*mm     -24.733247*mm     -16.978413*mm     -23.543982*mm     -18.592497*mm     -32.118742*mm     -11.152865*mm     -32.791946*mm      -8.982664*mm     -28.934070*mm      -7.925880*mm     -28.340067*mm      -9.840764*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 29 side manual 0 
superlayer1_layer1_ahdccell29_subcell2  |         ahdc_mother  |         AHDCcell 29 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -23.543982*mm     -18.592497*mm     -22.249563*mm     -20.123542*mm     -25.216172*mm     -22.806681*mm     -26.683179*mm     -21.071496*mm     -28.340067*mm      -9.840764*mm     -27.619489*mm     -11.711696*mm     -31.302088*mm     -13.273255*mm     -32.118742*mm     -11.152865*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 29 side manual 0 
superlayer1_layer1_ahdccell30_subcell1  |         ahdc_mother  |         AHDCcell 30 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -23.636543*mm     -24.440005*mm     -25.216172*mm     -22.806681*mm     -22.249563*mm     -20.123542*mm     -20.855773*mm     -21.564711*mm     -30.345631*mm     -15.334363*mm     -31.302088*mm     -13.273255*mm     -27.619489*mm     -11.711696*mm     -26.775557*mm     -13.530320*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 30 side manual 0 
superlayer1_layer1_ahdccell30_subcell2  |         ahdc_mother  |         AHDCcell 30 Subcell 2  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -20.855773*mm     -21.564711*mm     -19.368836*mm     -22.909566*mm     -21.951347*mm     -25.964175*mm     -23.636543*mm     -24.440005*mm     -26.775557*mm     -13.530320*mm     -25.812038*mm     -15.288516*mm     -29.253643*mm     -17.326984*mm     -30.345631*mm     -15.334363*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 30 side manual 0 
superlayer1_layer1_ahdccell31_subcell1  |         ahdc_mother  |         AHDCcell 31 Subcell 1  |                              0.0*mm 0.0*mm 0.0*mm  |  0.0000*deg    0.0000*deg    0.0000*deg  | aa00ff   |       G4GenericTrap  |175.2500*mm     -20.168111*mm     -27.372382*mm     -21.951347*mm     -25.964175*mm     -19.368836*mm     -22.909566*mm     -17.795392*mm     -24.152102*mm     -28.031001*mm     -19.242219*mm     -29.253643*mm     -17.326984*mm     -25.812038*mm     -15.288516*mm     -24.733236*mm     -16.978428*mm  |             AHDCgas  |                  no  |     1   |     1   |     1   |   1   |   1   |                ahdc  |                ahdc  |superlayer manual 1 layer manual 1 ahdccell manual 31 side manual 0 
