               mucal  |                root  |muon calorimeter mother volume  |                                             0 0 0  |                                   0 0 0  | a50021   |            Polycone  |0.0*deg 360*deg 2*counts 69.6707365417428*mm 69.6707365417428*mm 350.410161513775*mm 465.8802153517*mm 599.9*mm 800.1*mm  |              Vacuum  |                  no  |     1   |     1   |     1   |   0   |   1   |                  no  |                  no  |                                      no 
     ddvcs_ecal37_24  |          ddvcs_ecal  |       ft crystal (h:37, v:24)  |            224.75*mm 23.25*mm 666.943121613336*mm  |1.9965742782758*deg -18.6232515180816*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 23 
     ddvcs_ecal37_25  |          ddvcs_ecal  |       ft crystal (h:37, v:25)  |            224.75*mm 38.75*mm 666.048587719145*mm  |3.32968891568546*deg -18.6465354424027*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 24 
     ddvcs_ecal37_26  |          ddvcs_ecal  |       ft crystal (h:37, v:26)  |            224.75*mm 54.25*mm 664.722140823958*mm  |4.66579101557989*deg -18.6811652228982*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 25 
     ddvcs_ecal37_27  |          ddvcs_ecal  |       ft crystal (h:37, v:27)  |            224.75*mm 69.75*mm 662.981061513985*mm  |6.00586477080619*deg -18.7268085657827*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 26 
     ddvcs_ecal37_28  |          ddvcs_ecal  |       ft crystal (h:37, v:28)  |            224.75*mm 85.25*mm 660.846666697785*mm  |7.35070429174864*deg -18.7830571009068*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 27 
     ddvcs_ecal37_29  |          ddvcs_ecal  |       ft crystal (h:37, v:29)  |           224.75*mm 100.75*mm 658.343148844144*mm  |8.70088485991343*deg -18.8494497107009*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 28 
     ddvcs_ecal37_30  |          ddvcs_ecal  |       ft crystal (h:37, v:30)  |           224.75*mm 116.25*mm 655.496429810852*mm  |10.0567475899978*deg -18.9254955354485*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 29 
     ddvcs_ecal37_31  |          ddvcs_ecal  |       ft crystal (h:37, v:31)  |           224.75*mm 131.75*mm 652.333127705534*mm  |11.4183960516351*deg -19.0106946718185*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 30 
     ddvcs_ecal37_32  |          ddvcs_ecal  |       ft crystal (h:37, v:32)  |           224.75*mm 147.25*mm 648.879697119468*mm  |12.7857025860099*deg -19.1045553537693*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 31 
     ddvcs_ecal37_33  |          ddvcs_ecal  |       ft crystal (h:37, v:33)  |           224.75*mm 162.75*mm 645.161766668171*mm  |14.1583218028419*deg -19.2066071416917*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 32 
     ddvcs_ecal37_34  |          ddvcs_ecal  |       ft crystal (h:37, v:34)  |            224.75*mm 178.25*mm 641.20366950347*mm  |15.5357089073121*deg -19.316410216659*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 33 
     ddvcs_ecal37_35  |          ddvcs_ecal  |       ft crystal (h:37, v:35)  |           224.75*mm 193.75*mm 637.028144471629*mm  |16.9171408998108*deg -19.4335612389195*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 34 
     ddvcs_ecal37_36  |          ddvcs_ecal  |       ft crystal (h:37, v:36)  |           224.75*mm 209.25*mm 632.656176954473*mm  |18.3017391581616*deg -19.5576964024749*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 35 
     ddvcs_ecal37_37  |          ddvcs_ecal  |       ft crystal (h:37, v:37)  |           224.75*mm 224.75*mm 628.106946742681*mm  |19.6884923496995*deg -19.6884923496995*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 36 
     ddvcs_ecal37_38  |          ddvcs_ecal  |       ft crystal (h:37, v:38)  |           224.75*mm 240.25*mm 623.397852913311*mm  |21.0762789782499*deg -19.8256655551245*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 36 iv manual 37 
      ddvcs_ecal38_8  |          ddvcs_ecal  |        ft crystal (h:38, v:8)  |          240.25*mm -224.75*mm 623.397852913311*mm  |-19.8256655551245*deg -21.0762789782499*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 37 iv manual 7 
      ddvcs_ecal38_9  |          ddvcs_ecal  |        ft crystal (h:38, v:9)  |          240.25*mm -209.25*mm 627.787883150964*mm  |-18.4341031852661*deg -20.9417140400327*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 37 iv manual 8 
     ddvcs_ecal38_10  |          ddvcs_ecal  |       ft crystal (h:38, v:10)  |          240.25*mm -193.75*mm 631.996572437757*mm  |-17.0440469475143*deg -20.8142399105026*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |                ih manual 37 iv manual 9 
     ddvcs_ecal38_11  |          ddvcs_ecal  |       ft crystal (h:38, v:11)  |          240.25*mm -178.25*mm 636.005809197604*mm  |-15.6564737242726*deg -20.694178872915*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 10 
     ddvcs_ecal38_12  |          ddvcs_ecal  |       ft crystal (h:38, v:12)  |          240.25*mm -162.75*mm 639.796030343006*mm  |-14.2722301988281*deg -20.5818882478019*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 11 
     ddvcs_ecal38_13  |          ddvcs_ecal  |       ft crystal (h:38, v:13)  |           240.25*mm -147.25*mm 643.34632185223*mm  |-12.8920120958475*deg -20.4777583807878*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 12 
     ddvcs_ecal38_14  |          ddvcs_ecal  |       ft crystal (h:38, v:14)  |          240.25*mm -131.75*mm 646.634613345396*mm  |-11.516344416244*deg -20.382208642129*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 13 
     ddvcs_ecal38_15  |          ddvcs_ecal  |       ft crystal (h:38, v:15)  |          240.25*mm -116.25*mm 649.637988289262*mm  |-10.1455637061099*deg -20.2956809720834*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 14 
     ddvcs_ecal38_16  |          ddvcs_ecal  |       ft crystal (h:38, v:16)  |          240.25*mm -100.75*mm 652.333127705534*mm  |-8.77980371036088*deg -20.2186305849092*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 15 
     ddvcs_ecal38_17  |          ddvcs_ecal  |       ft crystal (h:38, v:17)  |           240.25*mm -85.25*mm 654.696896437311*mm  |-7.41898605272037*deg -20.151513631336*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 16 
     ddvcs_ecal38_18  |          ddvcs_ecal  |       ft crystal (h:38, v:18)  |           240.25*mm -69.75*mm 656.707066177802*mm  |-6.06281777322836*deg -20.0947719356527*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 17 
     ddvcs_ecal38_19  |          ddvcs_ecal  |       ft crystal (h:38, v:19)  |           240.25*mm -54.25*mm 658.343148844144*mm  |-4.71079753610938*deg -20.0488153638163*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 18 
     ddvcs_ecal38_20  |          ddvcs_ecal  |       ft crystal (h:38, v:20)  |            240.25*mm -38.75*mm 659.58728973027*mm  |-3.36223198590242*deg -20.014002895442*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 19 
     ddvcs_ecal38_21  |          ddvcs_ecal  |       ft crystal (h:38, v:21)  |           240.25*mm -23.25*mm 660.425146783792*mm  |-2.01626300833405*deg -19.9906239671163*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 20 
     ddvcs_ecal38_22  |          ddvcs_ecal  |       ft crystal (h:38, v:22)  |            240.25*mm -7.75*mm 660.846666697785*mm  |-0.671905562794114*deg -19.9788819906905*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 21 
     ddvcs_ecal38_23  |          ddvcs_ecal  |       ft crystal (h:38, v:23)  |             240.25*mm 7.75*mm 660.846666697785*mm  |0.671905562794114*deg -19.9788819906905*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 22 
     ddvcs_ecal38_24  |          ddvcs_ecal  |       ft crystal (h:38, v:24)  |            240.25*mm 23.25*mm 660.425146783792*mm  |2.01626300833405*deg -19.9906239671163*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 23 
     ddvcs_ecal38_25  |          ddvcs_ecal  |       ft crystal (h:38, v:25)  |             240.25*mm 38.75*mm 659.58728973027*mm  |3.36223198590242*deg -20.014002895442*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 24 
     ddvcs_ecal38_26  |          ddvcs_ecal  |       ft crystal (h:38, v:26)  |            240.25*mm 54.25*mm 658.343148844144*mm  |4.71079753610938*deg -20.0488153638163*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 25 
     ddvcs_ecal38_27  |          ddvcs_ecal  |       ft crystal (h:38, v:27)  |            240.25*mm 69.75*mm 656.707066177802*mm  |6.06281777322836*deg -20.0947719356527*deg 0*deg  | E2A7F5   |                 Trd  |                           6.5*mm 8.5*mm 6.5*mm 8.5*mm 95*mm  |            G4_PbWO4  |                  no  |     1   |     1   |     1   |   1   |   1   |              ft_cal  |              ft_cal  |               ih manual 37 iv manual 26 
